OrderNo,OrderDate,Month,PropertyID,ProductID,ProductCategory,ProductName,Quantity,ProductPrice,OrderTotal
2668,1/27/24,Jan-24,3,11,Housekeeping,Shower Cap,1,10,10
2669,1/28/24,Jan-24,7,90,Public Areas,Luggage Cart,1,138,138
2670,1/28/24,Jan-24,4,41,Furnishings,Office Chair,3,85,255
2671,1/28/24,Jan-24,3,52,Furnishings,Ironing Board,1,18,18
2672,1/28/24,Jan-24,9,10,Housekeeping,Toilet Paper,2,19,38
2673,1/28/24,Jan-24,7,78,Public Areas,Small Area Rug,1,20,20
2674,1/28/24,Jan-24,3,34,Furnishings,Shower Curtain,3,5,15
2675,1/28/24,Jan-24,5,82,Public Areas,Business Cards,1,60,60
2676,1/29/24,Jan-24,3,83,Public Areas,Bar Stool,1,60,60
2677,1/29/24,Jan-24,8,40,Furnishings,Coffee Maker,2,119,238
2678,1/29/24,Jan-24,2,21,Office Supplies,Printer Paper,3,50,150
2679,1/29/24,Jan-24,4,75,Public Areas,Small Plant,1,25,25
2680,1/29/24,Jan-24,9,71,Maintenance,Hammer,1,17,17
2681,1/29/24,Jan-24,7,75,Public Areas,Small Plant,2,25,50
2682,1/29/24,Jan-24,9,80,Public Areas,Poster Stand,2,27,54
2683,1/30/24,Jan-24,1,83,Public Areas,Bar Stool,3,60,180
2684,1/30/24,Jan-24,8,88,Public Areas,Serving Tray,1,6,6
2685,1/30/24,Jan-24,3,58,Furnishings,Mirror,1,85,85
2686,1/30/24,Jan-24,6,18,Housekeeping,Coffee Cup,2,24,48
2687,1/30/24,Jan-24,6,13,Housekeeping,Bed Sheet (Double),1,20,20
2688,1/30/24,Jan-24,4,34,Furnishings,Shower Curtain,3,5,15
2689,1/30/24,Jan-24,3,9,Housekeeping,Tissues,3,14,42
2690,1/31/24,Jan-24,4,89,Public Areas,Photograph,1,45,45
2691,1/31/24,Jan-24,1,90,Public Areas,Luggage Cart,1,138,138
2692,1/31/24,Jan-24,9,64,Maintenance,Gaffer's Tape,3,27,81
2693,1/31/24,Jan-24,6,52,Furnishings,Ironing Board,1,18,18
2694,02/01/2024,Feb-24,5,8,Housekeeping,Bath Soap,2,35,70
2695,02/01/2024,Feb-24,10,92,Public Areas,Large Sign,2,20,40
2696,02/01/2024,Feb-24,10,94,Public Areas,Monitor,3,70,210
2697,02/01/2024,Feb-24,4,94,Public Areas,Monitor,1,70,70
2698,02/01/2024,Feb-24,7,64,Maintenance,Gaffer's Tape,3,27,81
2699,02/01/2024,Feb-24,4,41,Furnishings,Office Chair,3,85,255
2700,02/02/2024,Feb-24,7,1,Housekeeping,Large Towel,3,9,27
2701,02/02/2024,Feb-24,9,12,Housekeeping,Bed Sheet (King),1,29,29
2702,02/02/2024,Feb-24,3,75,Public Areas,Small Plant,3,25,75
2703,02/02/2024,Feb-24,4,60,Maintenance,Portable Drill,1,195,195
2704,02/02/2024,Feb-24,5,72,Maintenance,Nails,1,12,12
2705,02/02/2024,Feb-24,8,54,Furnishings,Chest of Drawers,1,150,150
2706,02/03/2024,Feb-24,5,75,Public Areas,Small Plant,3,25,75
2707,02/03/2024,Feb-24,9,61,Maintenance,Tape Measure,2,8,16
2708,02/03/2024,Feb-24,7,94,Public Areas,Monitor,3,70,210
2709,02/03/2024,Feb-24,2,75,Public Areas,Small Plant,2,25,50
2710,02/03/2024,Feb-24,4,87,Public Areas,End Table,2,30,60
2711,02/03/2024,Feb-24,10,75,Public Areas,Small Plant,3,25,75
2712,02/03/2024,Feb-24,9,63,Maintenance,Duct Tape,1,27,27
2713,02/03/2024,Feb-24,4,43,Furnishings,Table Lamp,1,38,38
2714,02/04/2024,Feb-24,7,71,Maintenance,Hammer,3,17,51
2715,02/04/2024,Feb-24,6,37,Furnishings,Bed (King),3,300,900
2716,02/04/2024,Feb-24,1,31,Office Supplies,Sticky Notes,1,20,20
2717,02/04/2024,Feb-24,10,58,Furnishings,Mirror,2,85,170
2718,02/04/2024,Feb-24,2,35,Furnishings,Tissue Box,2,25,50
2719,02/04/2024,Feb-24,1,69,Maintenance,Door Knob,1,41,41
2720,02/04/2024,Feb-24,1,10,Housekeeping,Toilet Paper,3,19,57
2721,02/04/2024,Feb-24,3,14,Housekeeping,Pillowcase,1,15,15
2722,02/04/2024,Feb-24,3,65,Maintenance,Ladder,2,89,178
2723,02/04/2024,Feb-24,6,76,Public Areas,Ficus,3,80,240
2724,02/05/2024,Feb-24,3,89,Public Areas,Photograph,2,45,90
2725,02/05/2024,Feb-24,3,60,Maintenance,Portable Drill,3,195,585
2726,02/05/2024,Feb-24,1,2,Housekeeping,Hand Towel,3,5,15
2727,02/05/2024,Feb-24,4,37,Furnishings,Bed (King),3,300,900
2728,02/05/2024,Feb-24,4,63,Maintenance,Duct Tape,3,27,81
2729,02/05/2024,Feb-24,7,66,Maintenance,Wood Glue,3,21,63
2730,02/06/2024,Feb-24,10,69,Maintenance,Door Knob,1,41,41
2731,02/06/2024,Feb-24,7,54,Furnishings,Chest of Drawers,2,150,300
2732,02/06/2024,Feb-24,10,92,Public Areas,Large Sign,2,20,40
2733,02/06/2024,Feb-24,10,48,Furnishings,Side Table,2,40,80
2734,02/06/2024,Feb-24,2,18,Housekeeping,Coffee Cup,2,24,48
2735,02/06/2024,Feb-24,5,1,Housekeeping,Large Towel,2,9,18
2736,02/06/2024,Feb-24,1,47,Furnishings,Swivel Chair,2,75,150
2737,02/06/2024,Feb-24,5,69,Maintenance,Door Knob,3,41,123
2738,02/07/2024,Feb-24,10,56,Furnishings,Telephone,1,38,38
2739,02/07/2024,Feb-24,7,83,Public Areas,Bar Stool,2,60,120
2740,02/07/2024,Feb-24,4,20,Office Supplies,Pens,3,30,90
2741,02/07/2024,Feb-24,10,42,Furnishings,Reading Chair,1,70,70
2742,02/07/2024,Feb-24,3,8,Housekeeping,Bath Soap,2,35,70
2743,02/08/2024,Feb-24,8,3,Housekeeping,Washcloth,2,3,6
2744,02/08/2024,Feb-24,2,81,Public Areas,Flyer Holder,2,3,6
2745,02/08/2024,Feb-24,5,85,Public Areas,Low Chair,2,80,160
2746,02/09/2024,Feb-24,9,68,Maintenance,Window Screen,2,30,60
2747,02/09/2024,Feb-24,5,13,Housekeeping,Bed Sheet (Double),3,20,60
2748,02/09/2024,Feb-24,10,69,Maintenance,Door Knob,2,41,82
2749,02/09/2024,Feb-24,3,31,Office Supplies,Sticky Notes,2,20,40
2750,02/10/2024,Feb-24,6,25,Office Supplies,Envelopes (Legal),1,28,28
2751,02/10/2024,Feb-24,6,58,Furnishings,Mirror,3,85,255
2752,02/10/2024,Feb-24,4,13,Housekeeping,Bed Sheet (Double),1,20,20
2753,02/10/2024,Feb-24,7,34,Furnishings,Shower Curtain,3,5,15
2754,02/11/2024,Feb-24,2,12,Housekeeping,Bed Sheet (King),3,29,87
2755,02/11/2024,Feb-24,8,87,Public Areas,End Table,1,30,30
2756,02/11/2024,Feb-24,6,62,Maintenance,Leaf Blower,3,202,606
2757,02/11/2024,Feb-24,8,22,Office Supplies,Paper Clips,2,3,6
2758,02/11/2024,Feb-24,3,78,Public Areas,Small Area Rug,1,20,20
2759,02/11/2024,Feb-24,4,6,Housekeeping,Conditioner,1,40,40
2760,02/11/2024,Feb-24,6,58,Furnishings,Mirror,1,85,85
2761,02/11/2024,Feb-24,10,54,Furnishings,Chest of Drawers,2,150,300
2762,02/12/2024,Feb-24,10,34,Furnishings,Shower Curtain,1,5,5
2763,02/12/2024,Feb-24,2,68,Maintenance,Window Screen,1,30,30
2764,02/12/2024,Feb-24,9,39,Furnishings,Alarm Clock,3,45,135
2765,02/12/2024,Feb-24,3,52,Furnishings,Ironing Board,3,18,54
2766,02/12/2024,Feb-24,5,34,Furnishings,Shower Curtain,2,5,10
2767,2/13/24,Feb-24,7,26,Office Supplies,Envelopes (Catalog),2,13,26
2768,2/13/24,Feb-24,4,6,Housekeeping,Conditioner,3,40,120
2769,2/13/24,Feb-24,3,58,Furnishings,Mirror,2,85,170
2770,2/13/24,Feb-24,8,3,Housekeeping,Washcloth,3,3,9
2771,2/13/24,Feb-24,7,12,Housekeeping,Bed Sheet (King),2,29,58
2772,2/13/24,Feb-24,7,85,Public Areas,Low Chair,3,80,240
2773,2/13/24,Feb-24,2,63,Maintenance,Duct Tape,1,27,27
2774,2/13/24,Feb-24,7,58,Furnishings,Mirror,3,85,255
2775,2/13/24,Feb-24,7,93,Public Areas,Terminal,2,85,170
2776,2/13/24,Feb-24,1,30,Office Supplies,Permanent Markers,3,6,18
2777,2/14/24,Feb-24,1,57,Furnishings,Wireless Router,1,70,70
2778,2/14/24,Feb-24,3,40,Furnishings,Coffee Maker,3,119,357
2779,2/14/24,Feb-24,10,77,Public Areas,Large Area Rug,2,40,80
2780,2/14/24,Feb-24,10,67,Maintenance,Adjustable Wrench,2,10,20
2781,2/14/24,Feb-24,10,53,Furnishings,Iron,3,20,60
2782,2/14/24,Feb-24,10,92,Public Areas,Large Sign,2,20,40
2783,2/14/24,Feb-24,7,87,Public Areas,End Table,2,30,60
2784,2/15/24,Feb-24,6,44,Furnishings,Floor Lamp,3,55,165
2785,2/15/24,Feb-24,2,64,Maintenance,Gaffer's Tape,2,27,54
2786,2/15/24,Feb-24,10,75,Public Areas,Small Plant,1,25,25
2787,2/15/24,Feb-24,5,52,Furnishings,Ironing Board,2,18,36
2788,2/16/24,Feb-24,4,9,Housekeeping,Tissues,1,14,14
2789,2/16/24,Feb-24,7,46,Furnishings,Safe,1,115,115
2790,2/16/24,Feb-24,8,18,Housekeeping,Coffee Cup,2,24,48
2791,2/16/24,Feb-24,5,64,Maintenance,Gaffer's Tape,1,27,27
2792,2/16/24,Feb-24,1,4,Housekeeping,Shampoo,3,40,120
2793,2/16/24,Feb-24,2,89,Public Areas,Photograph,1,45,45
2794,2/16/24,Feb-24,8,6,Housekeeping,Conditioner,1,40,40
2795,2/17/24,Feb-24,6,82,Public Areas,Business Cards,2,60,120
2796,2/18/24,Feb-24,1,33,Furnishings,Towel Rack,2,10,20
2797,2/18/24,Feb-24,5,12,Housekeeping,Bed Sheet (King),2,29,58
2798,2/18/24,Feb-24,2,8,Housekeeping,Bath Soap,1,35,35
2799,2/18/24,Feb-24,6,35,Furnishings,Tissue Box,3,25,75
2800,2/18/24,Feb-24,2,58,Furnishings,Mirror,2,85,170
2801,2/19/24,Feb-24,1,11,Housekeeping,Shower Cap,2,10,20
2802,2/19/24,Feb-24,2,87,Public Areas,End Table,1,30,30
2803,2/19/24,Feb-24,3,80,Public Areas,Poster Stand,2,27,54
2804,2/19/24,Feb-24,5,68,Maintenance,Window Screen,2,30,60
2805,2/19/24,Feb-24,1,71,Maintenance,Hammer,1,17,17
2806,2/19/24,Feb-24,1,65,Maintenance,Ladder,2,89,178
2807,2/19/24,Feb-24,7,92,Public Areas,Large Sign,1,20,20
2808,2/19/24,Feb-24,3,17,Housekeeping,Clothes Hanger,2,18,36
2809,2/20/24,Feb-24,5,33,Furnishings,Towel Rack,2,10,20
2810,2/20/24,Feb-24,6,29,Office Supplies,Erasable Markers,3,6,18
2811,2/20/24,Feb-24,3,88,Public Areas,Serving Tray,2,6,12
2812,2/20/24,Feb-24,8,7,Housekeeping,Hand Soap,3,35,105
2813,2/20/24,Feb-24,4,5,Housekeeping,Moisturizer,3,40,120
2814,2/20/24,Feb-24,9,28,Office Supplies,Staples,1,8,8
2815,2/20/24,Feb-24,8,11,Housekeeping,Shower Cap,1,10,10
2816,2/20/24,Feb-24,1,84,Public Areas,Tall Chair,3,75,225
2817,2/21/24,Feb-24,7,87,Public Areas,End Table,3,30,90
2818,2/21/24,Feb-24,1,44,Furnishings,Floor Lamp,1,55,55
2819,2/21/24,Feb-24,6,38,Furnishings,Bed (Double),3,250,750
2820,2/21/24,Feb-24,3,34,Furnishings,Shower Curtain,2,5,10
2821,2/21/24,Feb-24,3,18,Housekeeping,Coffee Cup,3,24,72
2822,2/22/24,Feb-24,8,10,Housekeeping,Toilet Paper,3,19,57
2823,2/22/24,Feb-24,5,93,Public Areas,Terminal,3,85,255
2824,2/22/24,Feb-24,3,43,Furnishings,Table Lamp,1,38,38
2825,2/22/24,Feb-24,2,22,Office Supplies,Paper Clips,2,3,6
2826,2/22/24,Feb-24,1,70,Maintenance,Door Lock,2,117,234
2827,2/22/24,Feb-24,2,64,Maintenance,Gaffer's Tape,3,27,81
2828,2/23/24,Feb-24,4,75,Public Areas,Small Plant,1,25,25
2829,2/23/24,Feb-24,4,29,Office Supplies,Erasable Markers,3,6,18
2830,2/23/24,Feb-24,7,31,Office Supplies,Sticky Notes,3,20,60
2831,2/23/24,Feb-24,7,42,Furnishings,Reading Chair,3,70,210
2832,2/23/24,Feb-24,10,71,Maintenance,Hammer,2,17,34
2833,2/23/24,Feb-24,1,70,Maintenance,Door Lock,1,117,117
2834,2/23/24,Feb-24,8,30,Office Supplies,Permanent Markers,1,6,6
2835,2/23/24,Feb-24,2,79,Public Areas,Coffee Table,1,103,103
2836,2/24/24,Feb-24,4,42,Furnishings,Reading Chair,2,70,140
2837,2/24/24,Feb-24,7,51,Furnishings,Painting,1,85,85
2838,2/24/24,Feb-24,6,90,Public Areas,Luggage Cart,2,138,276
2839,2/24/24,Feb-24,6,27,Office Supplies,Invisible Tape,1,8,8
2840,2/24/24,Feb-24,7,71,Maintenance,Hammer,3,17,51
2841,2/24/24,Feb-24,6,43,Furnishings,Table Lamp,2,38,76
2842,2/24/24,Feb-24,2,92,Public Areas,Large Sign,1,20,20
2843,2/25/24,Feb-24,4,50,Furnishings,Small Vase,2,33,66
2844,2/25/24,Feb-24,7,28,Office Supplies,Staples,2,8,16
2845,2/25/24,Feb-24,5,59,Maintenance,Screws,2,14,28
2846,2/25/24,Feb-24,5,85,Public Areas,Low Chair,3,80,240
2847,2/25/24,Feb-24,10,88,Public Areas,Serving Tray,2,6,12
2848,2/25/24,Feb-24,9,54,Furnishings,Chest of Drawers,2,150,300
2849,2/25/24,Feb-24,5,40,Furnishings,Coffee Maker,2,119,238
2850,2/25/24,Feb-24,2,59,Maintenance,Screws,3,14,42
2851,2/26/24,Feb-24,5,15,Housekeeping,Drinking Glass,3,24,72
2852,2/26/24,Feb-24,2,50,Furnishings,Small Vase,1,33,33
2853,2/26/24,Feb-24,9,23,Office Supplies,Printer Toner,2,85,170
2854,2/26/24,Feb-24,4,4,Housekeeping,Shampoo,3,40,120
2855,2/26/24,Feb-24,5,34,Furnishings,Shower Curtain,1,5,5
2856,2/26/24,Feb-24,1,43,Furnishings,Table Lamp,1,38,38
2857,2/27/24,Feb-24,5,20,Office Supplies,Pens,1,30,30
2858,2/27/24,Feb-24,6,2,Housekeeping,Hand Towel,2,5,10
2859,2/27/24,Feb-24,3,44,Furnishings,Floor Lamp,3,55,165
2860,2/27/24,Feb-24,8,13,Housekeeping,Bed Sheet (Double),3,20,60
2861,2/27/24,Feb-24,3,9,Housekeeping,Tissues,2,14,28
2862,2/27/24,Feb-24,8,89,Public Areas,Photograph,1,45,45
2863,2/27/24,Feb-24,10,94,Public Areas,Monitor,2,70,140
2864,2/27/24,Feb-24,7,10,Housekeeping,Toilet Paper,2,19,38
2865,2/27/24,Feb-24,8,20,Office Supplies,Pens,1,30,30
2866,2/28/24,Feb-24,1,83,Public Areas,Bar Stool,1,60,60
2867,2/28/24,Feb-24,6,7,Housekeeping,Hand Soap,3,35,105
2868,2/28/24,Feb-24,9,81,Public Areas,Flyer Holder,2,3,6
2869,2/28/24,Feb-24,1,72,Maintenance,Nails,1,12,12
2870,2/28/24,Feb-24,9,13,Housekeeping,Bed Sheet (Double),3,20,60
2871,2/29/24,Feb-24,2,80,Public Areas,Poster Stand,1,27,27
2872,2/29/24,Feb-24,8,52,Furnishings,Ironing Board,2,18,36
2873,2/29/24,Feb-24,6,12,Housekeeping,Bed Sheet (King),3,29,87
2874,2/29/24,Feb-24,8,76,Public Areas,Ficus,1,80,80
2875,2/29/24,Feb-24,4,57,Furnishings,Wireless Router,2,70,140
2876,2/29/24,Feb-24,7,21,Office Supplies,Printer Paper,2,50,100
2877,2/29/24,Feb-24,1,90,Public Areas,Luggage Cart,2,138,276
2878,2/29/24,Feb-24,8,35,Furnishings,Tissue Box,2,25,50
2879,2/29/24,Feb-24,4,80,Public Areas,Poster Stand,1,27,27
2880,2/29/24,Feb-24,8,76,Public Areas,Ficus,2,80,160
2881,03/01/2024,Mar-24,1,70,Maintenance,Door Lock,2,117,234
2882,03/01/2024,Mar-24,10,79,Public Areas,Coffee Table,2,103,206
2883,03/01/2024,Mar-24,10,78,Public Areas,Small Area Rug,2,20,40
2884,03/01/2024,Mar-24,7,61,Maintenance,Tape Measure,3,8,24
2885,03/01/2024,Mar-24,1,18,Housekeeping,Coffee Cup,2,24,48
2886,03/01/2024,Mar-24,1,54,Furnishings,Chest of Drawers,3,150,450
2887,03/01/2024,Mar-24,4,58,Furnishings,Mirror,1,85,85
2888,03/01/2024,Mar-24,9,84,Public Areas,Tall Chair,3,75,225
2889,03/01/2024,Mar-24,2,33,Furnishings,Towel Rack,2,10,20
2890,03/01/2024,Mar-24,1,23,Office Supplies,Printer Toner,3,85,255
2891,03/02/2024,Mar-24,5,25,Office Supplies,Envelopes (Legal),2,28,56
2892,03/02/2024,Mar-24,8,21,Office Supplies,Printer Paper,3,50,150
2893,03/02/2024,Mar-24,2,43,Furnishings,Table Lamp,2,38,76
2894,03/02/2024,Mar-24,2,23,Office Supplies,Printer Toner,3,85,255
2895,03/02/2024,Mar-24,6,44,Furnishings,Floor Lamp,3,55,165
2896,03/02/2024,Mar-24,8,22,Office Supplies,Paper Clips,3,3,9
2897,03/02/2024,Mar-24,6,58,Furnishings,Mirror,1,85,85
2898,03/02/2024,Mar-24,5,81,Public Areas,Flyer Holder,3,3,9
2899,03/02/2024,Mar-24,5,26,Office Supplies,Envelopes (Catalog),3,13,39
2900,03/02/2024,Mar-24,5,60,Maintenance,Portable Drill,3,195,585
2901,03/03/2024,Mar-24,10,20,Office Supplies,Pens,3,30,90
2902,03/03/2024,Mar-24,1,90,Public Areas,Luggage Cart,2,138,276
2903,03/03/2024,Mar-24,5,83,Public Areas,Bar Stool,2,60,120
2904,03/03/2024,Mar-24,6,46,Furnishings,Safe,3,115,345
2905,03/03/2024,Mar-24,4,16,Housekeeping,Mouthwash,2,40,80
2906,03/03/2024,Mar-24,7,67,Maintenance,Adjustable Wrench,3,10,30
2907,03/03/2024,Mar-24,7,7,Housekeeping,Hand Soap,2,35,70
2908,03/03/2024,Mar-24,8,12,Housekeeping,Bed Sheet (King),3,29,87
2909,03/04/2024,Mar-24,7,1,Housekeeping,Large Towel,2,9,18
2910,03/04/2024,Mar-24,1,89,Public Areas,Photograph,3,45,135
2911,03/04/2024,Mar-24,6,87,Public Areas,End Table,1,30,30
2912,03/04/2024,Mar-24,5,5,Housekeeping,Moisturizer,2,40,80
2913,03/04/2024,Mar-24,7,90,Public Areas,Luggage Cart,2,138,276
2914,03/04/2024,Mar-24,3,12,Housekeeping,Bed Sheet (King),2,29,58
2915,03/04/2024,Mar-24,4,18,Housekeeping,Coffee Cup,3,24,72
2916,03/05/2024,Mar-24,1,18,Housekeeping,Coffee Cup,3,24,72
2917,03/05/2024,Mar-24,9,67,Maintenance,Adjustable Wrench,3,10,30
2918,03/05/2024,Mar-24,9,38,Furnishings,Bed (Double),1,250,250
2919,03/05/2024,Mar-24,4,67,Maintenance,Adjustable Wrench,3,10,30
2920,03/05/2024,Mar-24,10,13,Housekeeping,Bed Sheet (Double),3,20,60
2921,03/06/2024,Mar-24,9,40,Furnishings,Coffee Maker,3,119,357
2922,03/06/2024,Mar-24,6,68,Maintenance,Window Screen,3,30,90
2923,03/06/2024,Mar-24,7,84,Public Areas,Tall Chair,2,75,150
2924,03/06/2024,Mar-24,9,75,Public Areas,Small Plant,2,25,50
2925,03/07/2024,Mar-24,2,93,Public Areas,Terminal,3,85,255
2926,03/07/2024,Mar-24,9,58,Furnishings,Mirror,2,85,170
2927,03/07/2024,Mar-24,6,65,Maintenance,Ladder,1,89,89
2928,03/07/2024,Mar-24,10,94,Public Areas,Monitor,2,70,140
2929,03/07/2024,Mar-24,8,46,Furnishings,Safe,1,115,115
2930,03/07/2024,Mar-24,7,20,Office Supplies,Pens,2,30,60
2931,03/07/2024,Mar-24,9,74,Public Areas,Large Plant,2,35,70
2932,03/07/2024,Mar-24,4,91,Public Areas,Small Sign,3,14,42
2933,03/07/2024,Mar-24,4,43,Furnishings,Table Lamp,2,38,76
2934,03/08/2024,Mar-24,4,85,Public Areas,Low Chair,3,80,240
2935,03/08/2024,Mar-24,2,56,Furnishings,Telephone,1,38,38
2936,03/08/2024,Mar-24,4,60,Maintenance,Portable Drill,1,195,195
2937,03/08/2024,Mar-24,3,67,Maintenance,Adjustable Wrench,3,10,30
2938,03/08/2024,Mar-24,4,9,Housekeeping,Tissues,3,14,42
2939,03/08/2024,Mar-24,5,31,Office Supplies,Sticky Notes,3,20,60
2940,03/08/2024,Mar-24,5,32,Office Supplies,Note Pads,1,14,14
2941,03/08/2024,Mar-24,7,87,Public Areas,End Table,1,30,30
2942,03/08/2024,Mar-24,10,7,Housekeeping,Hand Soap,1,35,35
2943,03/08/2024,Mar-24,5,86,Public Areas,Sofa,3,215,645
2944,03/08/2024,Mar-24,1,75,Public Areas,Small Plant,1,25,25
2945,03/09/2024,Mar-24,9,27,Office Supplies,Invisible Tape,1,8,8
2946,03/09/2024,Mar-24,7,17,Housekeeping,Clothes Hanger,1,18,18
2947,03/09/2024,Mar-24,9,36,Furnishings,Armoire,1,115,115
2948,03/09/2024,Mar-24,1,63,Maintenance,Duct Tape,1,27,27
2949,03/09/2024,Mar-24,3,53,Furnishings,Iron,2,20,40
2950,03/09/2024,Mar-24,6,32,Office Supplies,Note Pads,1,14,14
2951,03/09/2024,Mar-24,1,20,Office Supplies,Pens,1,30,30
2952,03/09/2024,Mar-24,9,65,Maintenance,Ladder,1,89,89
2953,03/09/2024,Mar-24,9,21,Office Supplies,Printer Paper,1,50,50
2954,03/10/2024,Mar-24,2,92,Public Areas,Large Sign,3,20,60
2955,03/10/2024,Mar-24,5,41,Furnishings,Office Chair,1,85,85
2956,03/10/2024,Mar-24,7,93,Public Areas,Terminal,1,85,85
2957,03/10/2024,Mar-24,6,48,Furnishings,Side Table,3,40,120
2958,03/10/2024,Mar-24,3,78,Public Areas,Small Area Rug,3,20,60
2959,03/10/2024,Mar-24,8,25,Office Supplies,Envelopes (Legal),2,28,56
2960,03/10/2024,Mar-24,10,80,Public Areas,Poster Stand,1,27,27
2961,03/10/2024,Mar-24,10,47,Furnishings,Swivel Chair,2,75,150
2962,03/11/2024,Mar-24,9,81,Public Areas,Flyer Holder,3,3,9
2963,03/11/2024,Mar-24,10,49,Furnishings,Large Vase,2,27,54
2964,03/11/2024,Mar-24,4,2,Housekeeping,Hand Towel,2,5,10
2965,03/11/2024,Mar-24,10,66,Maintenance,Wood Glue,3,21,63
2966,03/11/2024,Mar-24,7,83,Public Areas,Bar Stool,2,60,120
2967,03/11/2024,Mar-24,10,15,Housekeeping,Drinking Glass,1,24,24
2968,03/12/2024,Mar-24,1,30,Office Supplies,Permanent Markers,2,6,12
2969,03/12/2024,Mar-24,3,28,Office Supplies,Staples,3,8,24
2970,03/12/2024,Mar-24,5,72,Maintenance,Nails,3,12,36
2971,03/12/2024,Mar-24,3,35,Furnishings,Tissue Box,3,25,75
2972,03/12/2024,Mar-24,2,29,Office Supplies,Erasable Markers,3,6,18
2973,03/12/2024,Mar-24,10,68,Maintenance,Window Screen,1,30,30
2974,03/12/2024,Mar-24,5,1,Housekeeping,Large Towel,1,9,9
2975,03/12/2024,Mar-24,8,1,Housekeeping,Large Towel,1,9,9
2976,3/13/24,Mar-24,8,68,Maintenance,Window Screen,3,30,90
2977,3/13/24,Mar-24,9,14,Housekeeping,Pillowcase,3,15,45
2978,3/13/24,Mar-24,3,2,Housekeeping,Hand Towel,2,5,10
2979,3/13/24,Mar-24,8,90,Public Areas,Luggage Cart,2,138,276
2980,3/13/24,Mar-24,9,24,Office Supplies,Envelopes (Letter),3,24,72
2981,3/13/24,Mar-24,2,60,Maintenance,Portable Drill,3,195,585
2982,3/13/24,Mar-24,9,59,Maintenance,Screws,2,14,28
2983,3/13/24,Mar-24,7,4,Housekeeping,Shampoo,3,40,120
2984,3/13/24,Mar-24,2,74,Public Areas,Large Plant,3,35,105
2985,3/13/24,Mar-24,5,17,Housekeeping,Clothes Hanger,1,18,18
2986,3/13/24,Mar-24,2,54,Furnishings,Chest of Drawers,1,150,150
2987,3/13/24,Mar-24,5,8,Housekeeping,Bath Soap,1,35,35
2988,3/14/24,Mar-24,6,72,Maintenance,Nails,2,12,24
2989,3/14/24,Mar-24,1,75,Public Areas,Small Plant,1,25,25
2990,3/14/24,Mar-24,7,78,Public Areas,Small Area Rug,2,20,40
2991,3/14/24,Mar-24,8,10,Housekeeping,Toilet Paper,1,19,19
2992,3/14/24,Mar-24,9,77,Public Areas,Large Area Rug,1,40,40
2993,3/14/24,Mar-24,9,58,Furnishings,Mirror,1,85,85
2994,3/14/24,Mar-24,4,74,Public Areas,Large Plant,1,35,35
2995,3/14/24,Mar-24,8,88,Public Areas,Serving Tray,2,6,12
2996,3/14/24,Mar-24,6,71,Maintenance,Hammer,3,17,51
2997,3/14/24,Mar-24,9,12,Housekeeping,Bed Sheet (King),2,29,58
2998,3/14/24,Mar-24,7,45,Furnishings,Computer Desk,3,102,306
2999,3/15/24,Mar-24,5,1,Housekeeping,Large Towel,1,9,9
3000,3/15/24,Mar-24,6,52,Furnishings,Ironing Board,2,18,36
3001,3/15/24,Mar-24,4,36,Furnishings,Armoire,2,115,230
3002,3/15/24,Mar-24,10,91,Public Areas,Small Sign,3,14,42
3003,3/15/24,Mar-24,8,71,Maintenance,Hammer,1,17,17
3004,3/15/24,Mar-24,9,86,Public Areas,Sofa,3,215,645
3005,3/15/24,Mar-24,6,35,Furnishings,Tissue Box,1,25,25
3006,3/15/24,Mar-24,2,78,Public Areas,Small Area Rug,3,20,60
3007,3/15/24,Mar-24,7,63,Maintenance,Duct Tape,2,27,54
3008,3/16/24,Mar-24,9,51,Furnishings,Painting,3,85,255
3009,3/16/24,Mar-24,5,35,Furnishings,Tissue Box,3,25,75
3010,3/17/24,Mar-24,8,17,Housekeeping,Clothes Hanger,2,18,36
3011,3/17/24,Mar-24,9,4,Housekeeping,Shampoo,3,40,120
3012,3/17/24,Mar-24,6,30,Office Supplies,Permanent Markers,2,6,12
3013,3/17/24,Mar-24,5,15,Housekeeping,Drinking Glass,3,24,72
3014,3/17/24,Mar-24,1,36,Furnishings,Armoire,3,115,345
3015,3/17/24,Mar-24,5,85,Public Areas,Low Chair,1,80,80
3016,3/17/24,Mar-24,7,16,Housekeeping,Mouthwash,2,40,80
3017,3/17/24,Mar-24,6,11,Housekeeping,Shower Cap,3,10,30
3018,3/17/24,Mar-24,9,42,Furnishings,Reading Chair,2,70,140
3019,3/17/24,Mar-24,6,73,Maintenance,Mop,3,15,45
3020,3/18/24,Mar-24,8,75,Public Areas,Small Plant,1,25,25
3021,3/18/24,Mar-24,4,65,Maintenance,Ladder,2,89,178
3022,3/18/24,Mar-24,6,45,Furnishings,Computer Desk,2,102,204
3023,3/18/24,Mar-24,8,18,Housekeeping,Coffee Cup,3,24,72
3024,3/18/24,Mar-24,2,33,Furnishings,Towel Rack,2,10,20
3025,3/18/24,Mar-24,4,9,Housekeeping,Tissues,3,14,42
3026,3/19/24,Mar-24,8,93,Public Areas,Terminal,2,85,170
3027,3/19/24,Mar-24,1,15,Housekeeping,Drinking Glass,2,24,48
3028,3/19/24,Mar-24,7,84,Public Areas,Tall Chair,3,75,225
