DateKey,HotelKey,ExpenseCategoryKey,ManagerKey,MonthlyAmountGBP,AnnualAmountGBP
20150601,8,9,1,10264.41,105858
20150701,8,9,1,10705.94,105858
20150801,8,9,1,10598.84,105858
20150901,8,9,1,9868.23,105858
20151001,8,9,1,10429.5,105858
20151101,8,9,1,8649.49,105858
20151201,8,9,1,4139.43,105858
20150101,8,2,1,694.67,13232
20150201,8,2,1,825.36,13232
20150301,8,2,1,969.91,13232
20150401,8,2,1,1097.55,13232
20150501,8,2,1,1562.68,13232
20150601,8,2,1,1283.03,13232
20150701,8,2,1,1338.22,13232
20150801,8,2,1,1324.83,13232
20150901,8,2,1,1233.51,13232
20151001,8,2,1,1303.66,13232
20151101,8,2,1,1081.17,13232
20151201,8,2,1,517.42,13232
20150101,8,4,1,1389.4,26465
20150201,8,4,1,1650.78,26465
20150301,8,4,1,1939.89,26465
20150401,8,4,1,2195.19,26465
20150501,8,4,1,3125.48,26465
20150601,8,4,1,2566.15,26465
20150701,8,4,1,2676.54,26465
20150801,8,4,1,2649.76,26465
20150901,8,4,1,2467.1,26465
20151001,8,4,1,2607.42,26465
20151101,8,4,1,2162.41,26465
20151201,8,4,1,1034.88,26465
20150101,8,1,1,5557.49,105858
20150201,8,1,1,6603,105858
20150301,8,1,1,7759.41,105858
20150401,8,1,1,8780.58,105858
20150501,8,1,1,12501.68,105858
20150601,8,1,1,10264.41,105858
20150701,8,1,1,10705.94,105858
20150801,8,1,1,10598.84,105858
20150901,8,1,1,9868.23,105858
20151001,8,1,1,10429.5,105858
20151101,8,1,1,8649.49,105858
20151201,8,1,1,4139.43,105858
20150101,8,11,1,3473.42,66161
20150201,8,11,1,4126.86,66161
20150301,8,11,1,4849.61,66161
20150401,8,11,1,5487.84,66161
20150501,8,11,1,7813.52,66161
20150601,8,11,1,6415.23,66161
20150701,8,11,1,6691.19,66161
20150801,8,11,1,6624.25,66161
20150901,8,11,1,6167.62,66161
20151001,8,11,1,6518.41,66161
20151101,8,11,1,5405.91,66161
20151201,8,11,1,2587.14,66161
20150101,8,10,1,13893.73,264645
20150201,8,10,1,16507.5,264645
20150301,8,10,1,19398.52,264645
20150401,8,10,1,21951.46,264645
20150501,8,10,1,31254.19,264645
20150601,8,10,1,25661.04,264645
20150701,8,10,1,26764.85,264645
20150801,8,10,1,26497.1,264645
20150901,8,10,1,24670.57,264645
20151001,8,10,1,26073.75,264645
20151101,8,10,1,21623.72,264645
20151201,8,10,1,10348.59,264645
20150101,8,7,1,1389.4,26465
20150201,8,7,1,1650.78,26465
20150301,8,7,1,1939.89,26465
20150401,8,7,1,2195.19,26465
20150501,8,7,1,3125.48,26465
20150601,8,7,1,2566.15,26465
20150701,8,7,1,2676.54,26465
20150801,8,7,1,2649.76,26465
20150901,8,7,1,2467.1,26465
20151001,8,7,1,2607.42,26465
20151101,8,7,1,2162.41,26465
20151201,8,7,1,1034.88,26465
20160101,8,8,1,33540.51,508666
20160201,8,8,1,36570.32,508666
20160301,8,8,1,39273.35,508666
20160401,8,8,1,47804.3,508666
20160501,8,8,1,46920.31,508666
20160601,8,8,1,45636.32,508666
20160701,8,8,1,55475.31,508666
20160801,8,8,1,51683.13,508666
20160901,8,8,1,45162.47,508666
20161001,8,8,1,46862.54,508666
20161101,8,8,1,37654.62,508666
20161201,8,8,1,22082.8,508666
20160101,8,6,1,6708.09,101733
20160201,8,6,1,7314.05,101733
20160301,8,6,1,7854.66,101733
20160401,8,6,1,9560.84,101733
20160501,8,6,1,9384.04,101733
20160601,8,6,1,9127.25,101733
20160701,8,6,1,11095.04,101733
20160801,8,6,1,10336.61,101733
20160901,8,6,1,9032.48,101733
20161001,8,6,1,9372.49,101733
20161101,8,6,1,7530.91,101733
20161201,8,6,1,4416.55,101733
20160101,8,3,1,7666.44,116267
20160201,8,3,1,8358.97,116267
20160301,8,3,1,8976.8,116267
20160401,8,3,1,10926.74,116267
20160501,8,3,1,10724.69,116267
20160601,8,3,1,10431.2,116267
20160701,8,3,1,12680.12,116267
20160801,8,3,1,11813.34,116267
20160901,8,3,1,10322.89,116267
20161001,8,3,1,10711.48,116267
20161101,8,3,1,8606.81,116267
20161201,8,3,1,5047.52,116267
20160101,8,5,1,3833.18,58133
20160201,8,5,1,4179.45,58133
20160301,8,5,1,4488.36,58133
20160401,8,5,1,5463.32,58133
20160501,8,5,1,5362.3,58133
20160601,8,5,1,5215.56,58133
20160701,8,5,1,6340.01,58133
20160801,8,5,1,5906.62,58133
20160901,8,5,1,5161.4,58133
20161001,8,5,1,5355.7,58133
20161101,8,5,1,4303.37,58133
20161201,8,5,1,2523.74,58133
20160101,8,9,1,7666.44,116267
20160201,8,9,1,8358.97,116267
20160301,8,9,1,8976.8,116267
20160401,8,9,1,10926.74,116267
20160501,8,9,1,10724.69,116267
20160601,8,9,1,10431.2,116267
20160701,8,9,1,12680.12,116267
20160801,8,9,1,11813.34,116267
20160901,8,9,1,10322.89,116267
20161001,8,9,1,10711.48,116267
20161101,8,9,1,8606.81,116267
20161201,8,9,1,5047.52,116267
20160101,8,2,1,958.28,14533
20160201,8,2,1,1044.84,14533
20160301,8,2,1,1122.07,14533
20160401,8,2,1,1365.81,14533
20160501,8,2,1,1340.55,14533
20160601,8,2,1,1303.87,14533
20160701,8,2,1,1584.97,14533
20160801,8,2,1,1476.63,14533
20160901,8,2,1,1290.33,14533
20161001,8,2,1,1338.9,14533
20161101,8,2,1,1075.82,14533
20161201,8,2,1,630.92,14533
20160101,8,4,1,1916.63,29067
20160201,8,4,1,2089.76,29067
20160301,8,4,1,2244.22,29067
20160401,8,4,1,2731.71,29067
20160501,8,4,1,2681.19,29067
20160601,8,4,1,2607.82,29067
20160701,8,4,1,3170.06,29067
20160801,8,4,1,2953.36,29067
20160901,8,4,1,2580.75,29067
20161001,8,4,1,2677.89,29067
20161101,8,4,1,2151.72,29067
20161201,8,4,1,1261.89,29067
20160101,8,1,1,7666.44,116267
20160201,8,1,1,8358.97,116267
20160301,8,1,1,8976.8,116267
20160401,8,1,1,10926.74,116267
20160501,8,1,1,10724.69,116267
20160601,8,1,1,10431.2,116267
20160701,8,1,1,12680.12,116267
20160801,8,1,1,11813.34,116267
20160901,8,1,1,10322.89,116267
20161001,8,1,1,10711.48,116267
20161101,8,1,1,8606.81,116267
20161201,8,1,1,5047.52,116267
20160101,8,11,1,4791.53,72667
20160201,8,11,1,5224.36,72667
20160301,8,11,1,5610.51,72667
20160401,8,11,1,6829.23,72667
20160501,8,11,1,6702.94,72667
20160601,8,11,1,6519.51,72667
20160701,8,11,1,7925.09,72667
20160801,8,11,1,7383.35,72667
20160901,8,11,1,6451.82,72667
20161001,8,11,1,6694.69,72667
20161101,8,11,1,5379.26,72667
20161201,8,11,1,3154.7,72667
20160101,8,10,1,19165.99,290666
20160201,8,10,1,20897.31,290666
20160301,8,10,1,22441.89,290666
20160401,8,10,1,27316.72,290666
20160501,8,10,1,26811.58,290666
20160601,8,10,1,26077.87,290666
20160701,8,10,1,31700.14,290666
20160801,8,10,1,29533.19,290666
20160901,8,10,1,25807.1,290666
20161001,8,10,1,26778.57,290666
20161101,8,10,1,21516.91,290666
20161201,8,10,1,12618.73,290666
20160101,8,7,1,1916.63,29067
20160201,8,7,1,2089.76,29067
20160301,8,7,1,2244.22,29067
20160401,8,7,1,2731.71,29067
20160501,8,7,1,2681.19,29067
20160601,8,7,1,2607.82,29067
20160701,8,7,1,3170.06,29067
20160801,8,7,1,2953.36,29067
20160901,8,7,1,2580.75,29067
20161001,8,7,1,2677.89,29067
20161101,8,7,1,2151.72,29067
20161201,8,7,1,1261.89,29067
20151001,7,8,7,42200.9,508640
20151101,7,8,7,42167.08,508640
20151201,7,8,7,25740.52,508640
20151001,7,6,7,8440.18,101728
20151101,7,6,7,8433.42,101728
20151201,7,6,7,5148.1,101728
20151001,7,3,7,9645.87,116260
20151101,7,3,7,9638.14,116260
20151201,7,3,7,5883.52,116260
20151001,7,5,7,4822.94,58130
20151101,7,5,7,4819.07,58130
20151201,7,5,7,2941.76,58130
20151001,7,9,7,9645.87,116260
20151101,7,9,7,9638.14,116260
20151201,7,9,7,5883.52,116260
20151001,7,2,7,1205.78,14533
20151101,7,2,7,1204.81,14533
20151201,7,2,7,735.47,14533
20151001,7,4,7,2411.47,29065
20151101,7,4,7,2409.54,29065
20151201,7,4,7,1470.88,29065
20151001,7,1,7,9645.87,116260
20151101,7,1,7,9638.14,116260
20151201,7,1,7,5883.52,116260
20151001,7,11,7,6028.71,72663
20151101,7,11,7,6023.88,72663
20151201,7,11,7,3677.22,72663
20151001,7,10,7,24114.77,290651
20151101,7,10,7,24095.44,290651
20151201,7,10,7,14708.85,290651
20151001,7,7,7,2411.47,29065
20151101,7,7,7,2409.54,29065
20151201,7,7,7,1470.88,29065
20160101,7,8,7,26887.03,502645
20160201,7,8,7,41262.47,502645
20160301,7,8,7,46255.14,502645
20160401,7,8,7,40632.55,502645
20160501,7,8,7,40326.25,502645
20160601,7,8,7,53634.74,502645
20160701,7,8,7,48829.43,502645
20160801,7,8,7,55214.72,502645
20160901,7,8,7,45752.45,502645
20161001,7,8,7,39248.23,502645
20161101,7,8,7,40818.02,502645
20161201,7,8,7,23783.99,502645
20160101,7,6,7,5377.41,100529
20160201,7,6,7,8252.49,100529
20160301,7,6,7,9251.03,100529
20160401,7,6,7,8126.51,100529
20160501,7,6,7,8065.25,100529
20160601,7,6,7,10726.95,100529
20160701,7,6,7,9765.89,100529
20160801,7,6,7,11042.94,100529
20160901,7,6,7,9150.49,100529
20161001,7,6,7,7849.65,100529
20161101,7,6,7,8163.6,100529
20161201,7,6,7,4756.8,100529
20160101,7,3,7,6145.59,114890
20160201,7,3,7,9431.4,114890
20160301,7,3,7,10572.58,114890
20160401,7,3,7,9287.42,114890
20160501,7,3,7,9217.41,114890
20160601,7,3,7,12259.34,114890
20160701,7,3,7,11160.98,114890
20160801,7,3,7,12620.48,114890
20160901,7,3,7,10457.68,114890
20161001,7,3,7,8971,114890
20161101,7,3,7,9329.81,114890
20161201,7,3,7,5436.33,114890
20160101,7,5,7,3072.8,57445
20160201,7,5,7,4715.7,57445
20160301,7,5,7,5286.29,57445
20160401,7,5,7,4643.71,57445
20160501,7,5,7,4608.7,57445
20160601,7,5,7,6129.67,57445
20160701,7,5,7,5580.49,57445
20160801,7,5,7,6310.24,57445
20160901,7,5,7,5228.84,57445
20161001,7,5,7,4485.5,57445
20161101,7,5,7,4664.9,57445
20161201,7,5,7,2718.16,57445
20160101,7,9,7,6145.59,114890
20160201,7,9,7,9431.4,114890
20160301,7,9,7,10572.58,114890
20160401,7,9,7,9287.42,114890
20160501,7,9,7,9217.41,114890
20160601,7,9,7,12259.34,114890
20160701,7,9,7,11160.98,114890
20160801,7,9,7,12620.48,114890
20160901,7,9,7,10457.68,114890
20161001,7,9,7,8971,114890
20161101,7,9,7,9329.81,114890
20161201,7,9,7,5436.33,114890
20160101,7,2,7,768.19,14361
20160201,7,2,7,1178.9,14361
20160301,7,2,7,1321.55,14361
20160401,7,2,7,1160.91,14361
20160501,7,2,7,1152.16,14361
20160601,7,2,7,1532.39,14361
20160701,7,2,7,1395.1,14361
20160801,7,2,7,1577.53,14361
20160901,7,2,7,1307.19,14361
20161001,7,2,7,1121.36,14361
20161101,7,2,7,1166.21,14361
20161201,7,2,7,679.53,14361
20160101,7,4,7,1536.42,28723
20160201,7,4,7,2357.89,28723
20160301,7,4,7,2643.19,28723
20160401,7,4,7,2321.89,28723
20160501,7,4,7,2304.39,28723
20160601,7,4,7,3064.89,28723
20160701,7,4,7,2790.29,28723
20160801,7,4,7,3155.17,28723
20160901,7,4,7,2614.46,28723
20161001,7,4,7,2242.79,28723
20161101,7,4,7,2332.49,28723
20161201,7,4,7,1359.11,28723
20160101,7,1,7,6145.59,114890
20160201,7,1,7,9431.4,114890
20160301,7,1,7,10572.58,114890
20160401,7,1,7,9287.42,114890
20160501,7,1,7,9217.41,114890
20160601,7,1,7,12259.34,114890
20160701,7,1,7,11160.98,114890
20160801,7,1,7,12620.48,114890
20160901,7,1,7,10457.68,114890
20161001,7,1,7,8971,114890
20161101,7,1,7,9329.81,114890
20161201,7,1,7,5436.33,114890
20160101,7,11,7,3840.98,71806
20160201,7,11,7,5894.6,71806
20160301,7,11,7,6607.84,71806
20160401,7,11,7,5804.62,71806
20160501,7,11,7,5760.86,71806
20160601,7,11,7,7662.06,71806
20160701,7,11,7,6975.59,71806
20160801,7,11,7,7887.77,71806
20160901,7,11,7,6536.03,71806
20161001,7,11,7,5606.86,71806
20161101,7,11,7,5831.11,71806
20161201,7,11,7,3397.69,71806
20160101,7,10,7,15364.03,287226
20160201,7,10,7,23578.58,287226
20160301,7,10,7,26431.53,287226
20160401,7,10,7,23218.62,287226
20160501,7,10,7,23043.59,287226
20160601,7,10,7,30648.45,287226
20160701,7,10,7,27902.56,287226
20160801,7,10,7,31551.3,287226
20160901,7,10,7,26144.28,287226
20161001,7,10,7,22427.58,287226
20161101,7,10,7,23324.6,287226
20161201,7,10,7,13590.86,287226
20160101,7,7,7,1536.42,28723
20160201,7,7,7,2357.89,28723
20160301,7,7,7,2643.19,28723
20160401,7,7,7,2321.89,28723
20160501,7,7,7,2304.39,28723
20160601,7,7,7,3064.89,28723
20160701,7,7,7,2790.29,28723
20160801,7,7,7,3155.17,28723
20160901,7,7,7,2614.46,28723
20161001,7,7,7,2242.79,28723
20161101,7,7,7,2332.49,28723
20161201,7,7,7,1359.11,28723
20131201,7,8,6,26001.97,502504
20131201,7,6,6,5200.4,100501
20131201,7,3,6,5943.31,114858
20131201,7,5,6,2971.65,57429
20131201,7,9,6,5943.31,114858
20131201,7,2,6,742.9,14357
20131201,7,4,6,1485.85,28715
20131201,7,1,6,5943.31,114858
20131201,7,11,6,3714.55,71786
20131201,7,10,6,14858.26,287145
20131201,7,7,6,1485.85,28715
20140101,7,8,6,19393.05,540533
20140201,7,8,6,43570.12,540533
20140301,7,8,6,44260.28,540533
20140401,7,8,6,39828.23,540533
20140501,7,8,6,48044.99,540533
20140601,7,8,6,50855.51,540533
20140701,7,8,6,53163.1,540533
20140801,7,8,6,58281.53,540533
20140901,7,8,6,62228.54,540533
20141001,7,8,6,53278.78,540533
20141101,7,8,6,45384.45,540533
20141201,7,8,6,22244.43,540533
20140101,7,6,6,3878.62,108107
20140201,7,6,6,8714.06,108107
20140301,7,6,6,8852.09,108107
20140401,7,6,6,7965.67,108107
20140501,7,6,6,9609.03,108107
20140601,7,6,6,10171.14,108107
20140701,7,6,6,10632.66,108107
20140801,7,6,6,11656.35,108107
20140901,7,6,6,12445.75,108107
20141001,7,6,6,10655.8,108107
20141101,7,6,6,9076.92,108107
20141201,7,6,6,4448.9,108107
20140101,7,3,6,4432.68,123550
20140201,7,3,6,9958.85,123550
20140301,7,3,6,10116.6,123550
20140401,7,3,6,9103.56,123550
20140501,7,3,6,10981.68,123550
20140601,7,3,6,11624.08,123550
20140701,7,3,6,12151.53,123550
20140801,7,3,6,13321.45,123550
20140901,7,3,6,14223.62,123550
20141001,7,3,6,12177.97,123550
20141101,7,3,6,10373.56,123550
20141201,7,3,6,5084.42,123550
20140101,7,5,6,2216.34,61775
20140201,7,5,6,4979.43,61775
20140301,7,5,6,5058.3,61775
20140401,7,5,6,4551.78,61775
20140501,7,5,6,5490.84,61775
20140601,7,5,6,5812.04,61775
20140701,7,5,6,6075.76,61775
20140801,7,5,6,6660.73,61775
20140901,7,5,6,7111.81,61775
20141001,7,5,6,6088.98,61775
20141101,7,5,6,5186.78,61775
20141201,7,5,6,2542.21,61775
20140101,7,9,6,4432.68,123550
20140201,7,9,6,9958.85,123550
20140301,7,9,6,10116.6,123550
20140401,7,9,6,9103.56,123550
20140501,7,9,6,10981.68,123550
20140601,7,9,6,11624.08,123550
20140701,7,9,6,12151.53,123550
20140801,7,9,6,13321.45,123550
20140901,7,9,6,14223.62,123550
20141001,7,9,6,12177.97,123550
20141101,7,9,6,10373.56,123550
20141201,7,9,6,5084.42,123550
20140101,7,2,6,554.09,15444
20140201,7,2,6,1244.88,15444
20140301,7,2,6,1264.6,15444
20140401,7,2,6,1137.96,15444
20140501,7,2,6,1372.73,15444
20140601,7,2,6,1453.03,15444
20140701,7,2,6,1518.97,15444
20140801,7,2,6,1665.21,15444
20140901,7,2,6,1777.98,15444
20141001,7,2,6,1522.27,15444
20141101,7,2,6,1296.72,15444
20141201,7,2,6,635.56,15444
20140101,7,4,6,1108.19,30888
20140201,7,4,6,2489.75,30888
20140301,7,4,6,2529.19,30888
20140401,7,4,6,2275.93,30888
20140501,7,4,6,2745.46,30888
20140601,7,4,6,2906.07,30888
20140701,7,4,6,3037.93,30888
20140801,7,4,6,3330.42,30888
20140901,7,4,6,3555.96,30888
20141001,7,4,6,3044.54,30888
20141101,7,4,6,2593.43,30888
20141201,7,4,6,1271.13,30888
20140101,7,1,6,4432.68,123550
20140201,7,1,6,9958.85,123550
20140301,7,1,6,10116.6,123550
20140401,7,1,6,9103.56,123550
20140501,7,1,6,10981.68,123550
20140601,7,1,6,11624.08,123550
20140701,7,1,6,12151.53,123550
20140801,7,1,6,13321.45,123550
20140901,7,1,6,14223.62,123550
20141001,7,1,6,12177.97,123550
20141101,7,1,6,10373.56,123550
20141201,7,1,6,5084.42,123550
20140101,7,11,6,2770.44,77219
20140201,7,11,6,6224.3,77219
20140301,7,11,6,6322.9,77219
20140401,7,11,6,5689.75,77219
20140501,7,11,6,6863.57,77219
20140601,7,11,6,7265.07,77219
20140701,7,11,6,7594.73,77219
20140801,7,11,6,8325.93,77219
20140901,7,11,6,8889.79,77219
20141001,7,11,6,7611.25,77219
20141101,7,11,6,6483.49,77219
20141201,7,11,6,3177.78,77219
20140101,7,10,6,11081.74,308876
20140201,7,10,6,24897.21,308876
20140301,7,10,6,25291.59,308876
20140401,7,10,6,22758.99,308876
20140501,7,10,6,27454.28,308876
20140601,7,10,6,29060.29,308876
20140701,7,10,6,30378.91,308876
20140801,7,10,6,33303.73,308876
20140901,7,10,6,35559.16,308876
20141001,7,10,6,30445.02,308876
20141101,7,10,6,25933.97,308876
20141201,7,10,6,12711.1,308876
20140101,7,7,6,1108.19,30888
20140201,7,7,6,2489.75,30888
20140301,7,7,6,2529.19,30888
20140401,7,7,6,2275.93,30888
20140501,7,7,6,2745.46,30888
20140601,7,7,6,2906.07,30888
20140701,7,7,6,3037.93,30888
20140801,7,7,6,3330.42,30888
20140901,7,7,6,3555.96,30888
20141001,7,7,6,3044.54,30888
20141101,7,7,6,2593.43,30888
20141201,7,7,6,1271.13,30888
20150101,7,8,6,30902.1,508640
20150201,7,8,6,45682.05,508640
20150301,7,8,6,40648.74,508640
20150401,7,8,6,40925.07,508640
20150501,7,8,6,42149.4,508640
20150601,7,8,6,48163.82,508640
20150701,7,8,6,56044.36,508640
20150801,7,8,6,47979.98,508640
20150901,7,8,6,46035.98,508640
20150101,7,6,6,6180.42,101728
20150201,7,6,6,9136.41,101728
20150301,7,6,6,8129.75,101728
20150401,7,6,6,8185.01,101728
20150501,7,6,6,8429.88,101728
20150601,7,6,6,9632.76,101728
20150701,7,6,6,11208.87,101728
20150801,7,6,6,9596,101728
20150901,7,6,6,9207.2,101728
20150101,7,3,6,7063.3,116260
20150201,7,3,6,10441.56,116260
20150301,7,3,6,9291.09,116260
20150401,7,3,6,9354.26,116260
20150501,7,3,6,9634.1,116260
20150601,7,3,6,11008.82,116260
20150701,7,3,6,12810.08,116260
20150801,7,3,6,10966.8,116260
20150901,7,3,6,10522.46,116260
20150101,7,5,6,3531.65,58130
20150201,7,5,6,5220.78,58130
20150301,7,5,6,4645.55,58130
20150401,7,5,6,4677.13,58130
20150501,7,5,6,4817.05,58130
20150601,7,5,6,5504.41,58130
20150701,7,5,6,6405.04,58130
20150801,7,5,6,5483.4,58130
20150901,7,5,6,5261.23,58130
20150101,7,9,6,7063.3,116260
20150201,7,9,6,10441.56,116260
20150301,7,9,6,9291.09,116260
20150401,7,9,6,9354.26,116260
20150501,7,9,6,9634.1,116260
20150601,7,9,6,11008.82,116260
20150701,7,9,6,12810.08,116260
20150801,7,9,6,10966.8,116260
20150901,7,9,6,10522.46,116260
20150101,7,2,6,882.94,14533
20150201,7,2,6,1305.24,14533
20150301,7,2,6,1161.43,14533
20150401,7,2,6,1169.32,14533
20150501,7,2,6,1204.3,14533
20150601,7,2,6,1376.15,14533
20150701,7,2,6,1601.31,14533
20150801,7,2,6,1370.9,14533
20150901,7,2,6,1315.35,14533
20150101,7,4,6,1765.83,29065
20150201,7,4,6,2610.39,29065
20150301,7,4,6,2322.77,29065
20150401,7,4,6,2338.56,29065
20150501,7,4,6,2408.53,29065
20150601,7,4,6,2752.2,29065
20150701,7,4,6,3202.52,29065
20150801,7,4,6,2741.7,29065
20150901,7,4,6,2630.61,29065
20150101,7,1,6,7063.3,116260
20150201,7,1,6,10441.56,116260
20150301,7,1,6,9291.09,116260
20150401,7,1,6,9354.26,116260
20150501,7,1,6,9634.1,116260
20150601,7,1,6,11008.82,116260
20150701,7,1,6,12810.08,116260
20150801,7,1,6,10966.8,116260
20150901,7,1,6,10522.46,116260
20150101,7,11,6,4414.59,72663
20150201,7,11,6,6526.02,72663
20150301,7,11,6,5806.97,72663
20150401,7,11,6,5846.45,72663
20150501,7,11,6,6021.35,72663
20150601,7,11,6,6880.56,72663
20150701,7,11,6,8006.35,72663
20150801,7,11,6,6854.3,72663
20150901,7,11,6,6576.58,72663
20150101,7,10,6,17658.32,290651
20150201,7,10,6,26103.99,290651
20150301,7,10,6,23227.82,290651
20150401,7,10,6,23385.72,290651
20150501,7,10,6,24085.33,290651
20150601,7,10,6,27522.14,290651
20150701,7,10,6,32025.3,290651
20150801,7,10,6,27417.09,290651
20150901,7,10,6,26306.24,290651
20150101,7,7,6,1765.83,29065
20150201,7,7,6,2610.39,29065
20150301,7,7,6,2322.77,29065
20150401,7,7,6,2338.56,29065
20150501,7,7,6,2408.53,29065
20150601,7,7,6,2752.2,29065
20150701,7,7,6,3202.52,29065
20150801,7,7,6,2741.7,29065
20150901,7,7,6,2630.61,29065
20130301,6,8,5,41856.73,495222
20130401,6,8,5,44281.17,495222
20130501,6,8,5,43853.65,495222
20130601,6,8,5,52192.68,495222
20130701,6,8,5,46314.26,495222
20130801,6,8,5,48283.38,495222
20130901,6,8,5,42755.33,495222
20131001,6,8,5,47299.53,495222
20131101,6,8,5,45608.01,495222
20131201,6,8,5,20557.86,495222
20130301,6,6,5,8371.31,99044
20130401,6,6,5,8856.2,99044
20130501,6,6,5,8770.69,99044
20130601,6,6,5,10438.49,99044
20130701,6,6,5,9262.82,99044
20130801,6,6,5,9656.64,99044
20130901,6,6,5,8551.03,99044
20131001,6,6,5,9459.87,99044
20131101,6,6,5,9121.56,99044
20131201,6,6,5,4111.56,99044
20130301,6,3,5,9567.29,113194
20130401,6,3,5,10121.45,113194
20130501,6,3,5,10023.73,113194
20130601,6,3,5,11929.8,113194
20130701,6,3,5,10586.15,113194
20130801,6,3,5,11036.24,113194
20130901,6,3,5,9772.68,113194
20131001,6,3,5,10811.36,113194
20131101,6,3,5,10424.72,113194
20131201,6,3,5,4698.96,113194
20130301,6,5,5,4783.64,56597
20130401,6,5,5,5060.72,56597
20130501,6,5,5,5011.86,56597
20130601,6,5,5,5964.9,56597
20130701,6,5,5,5293.08,56597
20130801,6,5,5,5518.12,56597
20130901,6,5,5,4886.34,56597
20131001,6,5,5,5405.68,56597
20131101,6,5,5,5212.36,56597
20131201,6,5,5,2349.48,56597
20130301,6,9,5,9567.29,113194
20130401,6,9,5,10121.45,113194
20130501,6,9,5,10023.73,113194
20130601,6,9,5,11929.8,113194
20130701,6,9,5,10586.15,113194
20130801,6,9,5,11036.24,113194
20130901,6,9,5,9772.68,113194
20131001,6,9,5,10811.36,113194
20131101,6,9,5,10424.72,113194
20131201,6,9,5,4698.96,113194
20130301,6,2,5,1195.89,14149
20130401,6,2,5,1265.16,14149
20130501,6,2,5,1252.94,14149
20130601,6,2,5,1491.2,14149
20130701,6,2,5,1323.25,14149
20130801,6,2,5,1379.51,14149
20130901,6,2,5,1221.56,14149
20131001,6,2,5,1351.4,14149
20131101,6,2,5,1303.07,14149
20131201,6,2,5,587.36,14149
20130301,6,4,5,2391.78,28298
20130401,6,4,5,2530.32,28298
20130501,6,4,5,2505.89,28298
20130601,6,4,5,2982.4,28298
20130701,6,4,5,2646.49,28298
20130801,6,4,5,2759.01,28298
20130901,6,4,5,2443.13,28298
20131001,6,4,5,2702.79,28298
20131101,6,4,5,2606.14,28298
20131201,6,4,5,1174.72,28298
20130301,6,1,5,9567.29,113194
20130401,6,1,5,10121.45,113194
20130501,6,1,5,10023.73,113194
20130601,6,1,5,11929.8,113194
20130701,6,1,5,10586.15,113194
20130801,6,1,5,11036.24,113194
20130901,6,1,5,9772.68,113194
20131001,6,1,5,10811.36,113194
20131101,6,1,5,10424.72,113194
20131201,6,1,5,4698.96,113194
20130301,6,11,5,5979.53,70746
20130401,6,11,5,6325.88,70746
20130501,6,11,5,6264.81,70746
20130601,6,11,5,7456.1,70746
20130701,6,11,5,6616.32,70746
20130801,6,11,5,6897.63,70746
20130901,6,11,5,6107.9,70746
20131001,6,11,5,6757.08,70746
20131101,6,11,5,6515.43,70746
20131201,6,11,5,2936.84,70746
20130301,6,10,5,23918.13,282984
20130401,6,10,5,25303.53,282984
20130501,6,10,5,25059.23,282984
20130601,6,10,5,29824.39,282984
20130701,6,10,5,26465.29,282984
20130801,6,10,5,27590.5,282984
20130901,6,10,5,24431.62,282984
20131001,6,10,5,27028.3,282984
20131101,6,10,5,26061.72,282984
20131201,6,10,5,11747.35,282984
20130301,6,7,5,2391.78,28298
20130401,6,7,5,2530.32,28298
20130501,6,7,5,2505.89,28298
20130601,6,7,5,2982.4,28298
20130701,6,7,5,2646.49,28298
20130801,6,7,5,2759.01,28298
20130901,6,7,5,2443.13,28298
20131001,6,7,5,2702.79,28298
20131101,6,7,5,2606.14,28298
20131201,6,7,5,1174.72,28298
20140101,6,8,5,15134.53,522890
20140201,6,8,5,40714.09,522890
20140301,6,8,5,44835.22,522890
20140401,6,8,5,48058.68,522890
20140501,6,8,5,40210.14,522890
20140601,6,8,5,56825.6,522890
20140701,6,8,5,59200.31,522890
20140801,6,8,5,52051.27,522890
20140901,6,8,5,46065.22,522890
20141001,6,8,5,50881.32,522890
20141101,6,8,5,41294.29,522890
20141201,6,8,5,27619.32,522890
20140101,6,6,5,3026.91,104578
20140201,6,6,5,8142.82,104578
20140301,6,6,5,8967.04,104578
20140401,6,6,5,9611.74,104578
20140501,6,6,5,8042.03,104578
20140601,6,6,5,11365.12,104578
20140701,6,6,5,11840.06,104578
20140801,6,6,5,10410.25,104578
20140901,6,6,5,9213.04,104578
20141001,6,6,5,10176.26,104578
20141101,6,6,5,8258.86,104578
20141201,6,6,5,5523.86,104578
20140101,6,3,5,3459.33,119518
20140201,6,3,5,9306.1,119518
20140301,6,3,5,10248.07,119518
20140401,6,3,5,10984.87,119518
20140501,6,3,5,9190.91,119518
20140601,6,3,5,12988.74,119518
20140701,6,3,5,13531.53,119518
20140801,6,3,5,11897.46,119518
20140901,6,3,5,10529.22,119518
20141001,6,3,5,11630.04,119518
20141101,6,3,5,9438.72,119518
20141201,6,3,5,6313,119518
20140101,6,5,5,1729.66,59759
20140201,6,5,5,4653.05,59759
20140301,6,5,5,5124.04,59759
20140401,6,5,5,5492.43,59759
20140501,6,5,5,4595.46,59759
20140601,6,5,5,6494.37,59759
20140701,6,5,5,6765.77,59759
20140801,6,5,5,5948.73,59759
20140901,6,5,5,5264.61,59759
20141001,6,5,5,5815.02,59759
20141101,6,5,5,4719.36,59759
20141201,6,5,5,3156.5,59759
